8143 26683
3837 3314 148
3686 1555 -692
2690 8049 766
7181 2487 315
5701 5752 982
7510 2513 -39
1171 609 -428
5024 1773 913
6239 6490 -691
3434 5051 -675
5023 494 -302
6487 3887 -38
2288 5861 926
3547 6715 -801
3967 7696 -30
3420 4758 -243
1047 1801 -857
610 4825 -662
3918 3995 -941
1936 3098 -296
2689 1004 -982
6903 3365 -401
4013 932 -862
5958 8090 -48
2057 2302 330
7487 5733 -686
8071 7187 921
7870 1728 878
1494 2886 322
2677 2324 -826
3072 1540 402
7451 6580 -94
5709 1423 -445
836 5734 747
6518 6404 -804
1241 169 -481
2269 1163 -929
3481 4869 132
7682 690 899
3075 1875 -975
5032 7812 -244
5559 1435 -61
5072 459 -313
575 4683 -470
4810 7177 866
814 600 161
6013 7838 -503
4957 4090 801
7258 4460 616
4353 625 674
3130 3894 527
7978 6895 224
2443 335 -472
5783 7128 961
1626 2732 -257
3879 1737 -998
814 6373 753
4140 6124 -804
7860 3435 598
2857 6774 -445
4606 1506 -198
2152 5588 -189
4014 7165 528
2604 4345 -452
2851 2490 517
6561 2302 160
2386 3906 -169
5759 299 102
1605 663 205
2311 6537 121
4667 2865 -74
6870 1047 19
5922 3712 659
2551 5351 314
3868 59 -356
528 6092 572
2132 5401 -646
7623 288 -19
4353 3808 -926
3423 6261 -896
6050 6512 345
6515 8094 672
1505 7696 563
598 1480 -595
3041 6765 -783
1482 2928 487
6243 4397 906
3391 4916 -536
3757 6735 660
607 4072 -576
321 7565 731
3688 2406 -903
6903 7196 -518
5593 4643 -786
7594 3318 164
406 925 356
3603 7834 -371
2698 3382 588
5126 7720 -130
2565 3350 861
4538 2685 295
10 4197 885
3489 3929 416
5255 3361 68
4817 84 -348
5320 4888 30
2779 8025 831
6848 509 -886
1272 6690 671
2764 3962 45
7073 7878 979
7139 2613 910
3730 4523 -90
6625 5708 309
7813 4286 885
6270 3222 -831
7814 4993 -131
4675 1027 -53
2504 5120 -374
7690 2800 -809
5017 1942 -550
1194 6017 162
7330 1542 805
7617 4504 203
6931 7028 568
5294 361 629
2066 2273 -148
3375 7445 256
6034 7574 422
5089 7482 -580
750 3006 933
5080 1888 6
2208 6022 -527
7966 3380 -931
3320 7042 -278
5976 6183 -821
5252 762 982
6368 6831 -102
3043 297 42
1498 2116 -477
3976 1209 -264
2999 3770 -436
6253 1176 -242
6450 1151 -297
7011 7080 -156
250 4619 -762
201 1246 52
4965 567 400
2026 2438 -816
5138 6831 925
4338 5333 504
1382 5970 78
6074 6304 0
2561 3285 -193
4453 363 476
7379 4936 36
290 2989 911
8009 6475 -195
5837 4030 -424
3218 2235 -49
3100 5349 431
2104 7204 -163
5851 4073 -822
917 8023 -400
3483 1327 -398
3570 4869 -535
3169 4989 447
3164 7574 932
2743 3980 -555
4980 4456 -953
3883 2473 -410
4013 153 -955
585 7409 -970
674 4068 748
2357 4347 890
1968 2866 468
6498 2826 -977
2902 2540 948
543 2065 950
893 4034 894
5220 4384 -298
5173 4295 222
5493 3201 -99
2755 5404 490
1936 459 880
559 5379 372
4531 4159 -423
6968 3156 -636
7960 7883 -110
5647 3829 -56
3892 2394 -815
2567 6319 -565
1354 832 452
5349 1857 -99
4208 644 -659
3367 7533 -693
7164 2976 133
5067 374 866
7832 4680 200
6451 969 -226
6773 4396 -594
2299 5356 705
815 6311 -28
6520 3822 -748
3483 3163 -969
3100 4489 -401
3127 6142 -843
2871 2861 513
2663 2825 422
696 4393 36
60 5453 526
2943 1637 302
893 7605 -910
5951 386 820
6895 1157 -169
6882 6040 -324
6236 5615 620
3113 1225 943
6183 5912 759
2983 132 -336
3688 7834 41
3817 1367 -627
2983 5687 -971
2849 7343 -222
1316 912 684
5907 7247 974
8129 6185 -892
657 3893 -156
3797 3779 -115
81 7512 508
4070 2611 677
2354 5274 -665
3217 606 856
319 6818 777
7658 2309 -316
5120 5532 769
2035 4806 -90
4677 4653 37
2383 5163 -976
1080 2817 368
4762 5165 176
7735 3046 583
3210 7756 -451
8104 7964 299
7418 7529 -736
7524 6620 110
1270 7246 34
1281 5681 -321
6513 694 193
4859 6686 -115
783 74 572
3027 6037 -380
6900 4870 797
2979 4576 -696
7115 2968 614
6804 3764 -380
5662 2969 -237
4249 6045 593
536 3397 397
301 5558 743
2685 906 -182
5190 3697 -714
6498 3101 -456
7420 7888 -798
2641 839 439
1803 6174 -100
2537 3328 773
3883 6498 53
2571 4096 69
322 5786 159
5443 1011 -933
257 792 804
6208 2518 -295
6454 1775 -641
174 7472 -477
5598 1855 -44
3109 4740 323
7454 2186 -17
5210 5454 495
7022 7673 641
6374 4568 -794
5436 1065 -169
5823 1405 102
5244 4621 -158
2179 2456 360
227 2435 -297
6748 4635 -780
2008 7666 470
5660 4905 713
3653 5660 606
3487 8060 785
6606 5548 892
2704 735 -774
982 6784 -75
2936 7297 751
5066 3237 -977
7280 7241 -494
7922 7720 357
3815 7787 -815
3832 1484 104
1442 1821 -480
7944 2009 -479
4853 2387 947
5604 1727 777
3571 2707 -644
6718 1151 -201
7326 2398 253
4409 736 -266
3789 7025 -726
350 7623 737
4925 4641 -498
1149 1059 -85
1662 4120 -578
5904 1495 -163
7281 7807 -452
3517 6271 -631
8135 3866 -429
6439 7356 424
913 259 -902
4845 2965 -789
7211 1553 347
7597 3968 774
6163 7160 123
1224 977 -664
8025 3398 425
2016 6522 113
1783 2617 -266
3057 6485 -889
7628 5706 556
261 6920 384
4813 4729 -727
4484 5588 -942
836 766 -791
944 6580 905
4939 5748 -619
7728 4866 -473
3654 2748 -336
6607 4261 -183
5684 6490 -159
6594 5156 -338
3279 3856 -40
7437 2309 689
5357 2555 -264
906 1415 400
376 760 562
2087 5140 649
741 4292 537
7244 4121 -57
696 4357 -55
6630 4283 -685
2223 6428 -439
3366 377 -561
6367 4605 -317
7888 6136 964
1831 7813 -814
7701 7801 754
6813 6147 711
6660 3854 177
5386 6269 -11
4876 415 847
5947 235 570
7014 7136 696
6048 4296 -880
2338 6955 409
6285 3252 -994
3879 8063 465
7182 6397 818
5278 82 -347
5127 6553 550
685 2076 789
2665 5175 -336
5776 4757 587
7891 3042 -68
477 5972 303
8013 145 -197
3397 1760 694
7323 4624 183
6406 4751 -910
199 1572 -909
6555 4307 350
6897 6281 -853
664 6831 646
5741 2834 821
4696 4670 211
6567 631 -529
6294 6902 828
5852 3802 256
3066 5908 -259
661 434 270
2086 7212 -89
4810 3223 901
2140 654 60
3278 7567 -680
5466 5351 -350
4988 6221 -112
1456 5900 -122
1738 2701 832
4151 3101 505
3639 2110 -750
273 4286 -873
44 2321 -326
3170 287 -125
6382 3630 434
5844 7070 949
7424 1674 506
4617 442 -65
7436 3251 -867
7638 2436 -21
4206 4357 -654
4981 6447 -642
769 5048 -760
2544 5185 969
20 7631 -111
81 965 -603
2718 6354 482
3831 7344 898
2971 3241 586
3557 6324 -855
3361 3325 495
1569 7521 -481
2898 1645 726
240 7926 -642
3026 5384 333
8080 5572 -950
1759 4840 84
6607 4198 -537
69 6526 -748
3013 2846 398
1401 3263 463
6471 7688 -650
484 3465 -139
811 4923 881
5177 6987 -437
4173 4020 195
3132 7935 -23
2313 3391 662
7166 1158 394
5647 5586 -582
6590 5624 -142
8053 4508 -926
4713 1877 -857
7764 6423 -683
2848 7935 -870
1434 3528 -480
5266 1118 -330
4776 1491 410
807 3022 -195
823 682 516
4380 3115 182
899 8080 291
758 7088 401
5493 3043 -936
1888 7953 -832
7176 2764 720
4163 1318 227
8127 4129 -859
3716 7918 -68
3499 2981 -354
5159 4785 -988
7479 2377 -134
6204 6893 -29
6362 170 153
2193 3725 534
993 915 622
655 5067 -54
5462 2314 -31
6689 5881 -373
966 927 108
5222 2854 -924
6575 3960 686
2926 4739 -466
132 1543 599
635 7722 438
4744 5285 -341
5414 4969 639
6602 2831 -292
255 872 398
7919 1249 -172
7017 4595 -93
6404 6957 -14
4832 4715 -573
3650 4605 -465
1053 6450 -889
7350 3785 -419
1968 2327 -99
901 5596 -310
1227 7622 -112
1730 6598 934
7153 2163 -33
2826 3211 -237
2786 696 -813
4787 1929 368
7050 1737 819
2354 4404 -358
6224 455 846
817 1518 275
2246 8015 114
7791 5898 83
2721 372 -768
2421 2440 -780
2422 3838 -116
3006 4984 -576
1645 2457 -955
3189 4914 158
7188 5244 433
2162 2977 -982
3392 7244 -675
7633 6075 -777
3866 2872 482
645 320 -288
5362 3878 -870
6541 4096 218
6226 3906 -480
979 7721 -695
1091 651 -264
1622 6789 -553
4494 4063 -261
3357 1857 -328
6800 2000 214
5878 2275 935
8139 6232 450
4410 1416 -41
4689 5354 -506
7180 7304 -941
6492 4710 382
6465 2415 -69
1394 77 -611
6984 1989 -385
695 1423 70
3406 2277 -726
4417 5378 -647
276 8030 -177
436 5142 -997
1733 6163 123
3462 5819 -354
4514 3349 985
5018 6165 -824
5149 3056 566
1870 46 528
3101 7168 -735
6840 8052 -143
6856 6202 -649
312 1315 -63
3206 733 -850
7335 1955 162
3818 3494 897
1816 1018 -575
5887 5976 -808
4457 1622 -317
2918 7963 -235
874 4697 469
5959 4331 455
4387 4577 -480
6648 142 895
3243 1522 -507
5535 6386 -901
7616 1582 -313
6062 1527 -630
6437 712 463
4049 2729 163
116 5743 -131
54 2436 -203
4432 2069 559
5261 5848 -643
4881 2100 793
272 1413 306
4225 412 586
7837 4258 -206
6560 5344 234
2286 5612 -673
5697 5763 -101
6610 2337 845
7757 3582 -534
1835 1262 -79
2559 8042 288
7798 4529 -170
2074 269 -239
2986 6296 941
67 414 310
335 7064 927
2629 909 -583
516 7219 193
1639 6975 -542
5784 3424 973
6286 7902 -732
8122 3100 -554
3859 3030 625
6764 7016 -147
2983 1154 -769
2500 230 -577
2170 1667 -731
3486 49 901
6403 2602 -857
1930 4000 260
797 2388 -218
975 3737 90
3825 4576 -985
7435 5325 -364
5811 1971 46
7916 1720 949
2755 7294 278
5502 945 -319
1886 3147 -477
7428 7489 -766
6779 7352 969
2488 1942 527
4875 3479 28
936 4095 -296
7416 7351 434
6911 6889 -335
6814 6886 483
1130 579 714
2526 6385 -137
3132 4167 -197
1938 7628 -512
5874 5112 407
3802 1448 -578
2762 466 -798
7942 976 985
7874 3967 347
6728 1500 785
5086 452 -579
2811 6453 772
7172 7821 238
6716 1540 597
5711 6834 630
6308 7905 -911
3449 5704 -944
2566 5631 -876
2920 2209 -525
914 6849 -788
1818 1187 123
3679 3614 260
6711 832 -122
457 7601 543
1583 8062 -849
6313 5226 -946
806 6284 206
7933 778 211
172 1577 27
7797 687 -678
3616 4627 -246
3253 6550 967
5120 5917 -466
801 2390 -492
4840 3922 62
7453 2255 574
6608 882 228
957 6842 -586
7303 6804 701
1386 4605 -634
6278 4947 -521
7645 6137 291
3348 1939 502
4081 2809 -953
5641 530 -579
2194 4975 -133
6658 1638 -251
7797 6427 523
2942 5915 765
3016 6516 18
2172 7347 -266
5152 8136 84
1518 933 584
2935 2619 447
7154 6094 -82
273 482 710
4468 472 -232
7877 1168 -169
2157 3570 -578
735 6235 -181
5322 2712 15
963 4660 -675
6391 5073 -988
4015 3712 -471
642 3258 -344
4874 4211 -590
2065 3620 369
4952 438 232
1462 890 -481
2693 4577 -277
3996 5942 961
6720 5227 880
3472 891 681
3898 4085 -267
151 3987 743
7390 92 -992
2603 3743 764
7774 5154 814
7565 5047 722
7337 1748 994
7048 5700 358
4273 3215 957
5725 4309 -191
2786 2937 -126
7500 4824 456
2044 5443 -674
3704 4811 -624
656 2650 869
639 7109 -451
2378 7663 -170
7179 2628 -694
6065 5968 812
7087 7825 191
2276 5393 -878
7656 5236 536
5423 3069 -512
2103 800 642
2616 7181 521
5314 6487 -252
3922 6101 896
2474 2275 972
5473 5176 -396
7548 964 -557
7376 4770 689
6775 1940 -889
3977 7688 -109
7744 5211 663
1736 2190 -983
7040 3753 -574
4762 2631 -185
4649 6627 722
6993 7842 -283
5709 6991 831
7030 5053 -815
5067 3430 823
6716 3610 -688
1139 3526 314
3524 929 -576
4220 2716 -225
3863 3423 495
6472 4415 -406
5158 1705 -229
604 5845 238
1574 6307 -245
6816 1382 -501
3217 127 -546
836 6083 713
1768 792 817
6379 8102 13
5868 4658 44
1641 2665 537
5728 4207 -477
3981 4355 90
7051 7771 -847
6805 1629 332
2754 784 716
7857 3531 66
7854 4091 -867
7222 467 -291
8098 1649 17
1365 7504 -38
4900 1123 -33
4326 7750 660
1994 7872 383
4396 6748 -656
1049 3587 -519
619 6106 905
5623 2982 -958
7185 5667 776
5886 4569 110
7507 1277 -567
7607 7523 -476
5249 7901 688
3377 4583 839
5408 6933 925
7646 17 666
1296 6044 983
5285 7649 790
1809 8121 -393
4895 6670 948
1927 7796 335
3794 5794 -297
4550 7522 -979
1952 2296 775
4146 7040 -880
1740 442 -462
4894 6148 432
6511 6232 965
2154 4635 230
744 4828 -360
5943 3869 27
351 5524 -112
5644 4454 519
4463 6883 -184
2476 142 -989
642 1265 -468
1879 7685 -697
5885 56 760
3396 7536 614
7009 319 -864
369 5146 -387
1503 2431 -574
8135 6551 -167
294 481 946
1148 5885 84
4262 7343 -366
8138 2688 377
3750 4506 777
2744 4944 404
5957 2543 542
4892 319 242
988 7181 55
3713 1571 -286
213 2736 -571
7130 575 -120
3537 2251 -911
3825 7330 909
7991 7350 822
5386 1728 -618
186 5744 452
1892 5639 576
6836 4023 338
1965 1024 155
1529 5904 -831
7311 5917 -529
4415 7148 -603
3383 6855 -373
4736 7965 141
3128 3987 977
7538 7545 663
2454 8055 241
3930 2769 964
5958 1341 657
179 1822 -126
2080 1051 266
3169 6496 -482
4745 6594 -64
7750 232 -812
6313 3528 -737
2889 3325 409
673 407 -998
436 3934 -144
7749 7988 -2
1560 1833 -624
7535 1674 -696
150 2637 -581
3366 1210 -876
7307 7511 -521
406 5803 -984
528 7868 -989
266 5774 18
7832 4034 -168
2933 4549 -245
3390 11 -358
491 5266 -359
6585 5872 -807
5257 686 9
1885 6299 130
2837 4761 -537
6251 385 -600
5894 5144 907
674 1597 -566
8036 5830 -134
6685 2782 209
861 4360 -805
2509 6955 -857
842 602 -64
1782 1924 503
4764 4570 850
8121 7881 -105
4671 2756 -653
4336 3864 771
6660 1764 -324
2391 4791 -543
958 2965 -535
635 3923 -624
7757 4985 -302
1355 7124 -385
3700 7562 39
2085 4023 -209
6716 5646 370
4767 4597 542
2039 6860 -488
1117 4878 172
7752 7848 -760
879 1031 823
3848 5647 -358
3194 1674 -424
1357 3906 503
6484 6640 -591
5781 4459 859
323 5298 901
4974 1812 -575
4884 5388 203
59 5489 781
6624 4539 -518
7422 5653 -144
5888 6460 4
2429 5483 -723
5739 5477 -418
685 5544 988
4131 8084 517
2022 51 910
5661 5771 414
973 4850 -910
2674 5364 982
3905 7984 -361
5452 7993 160
7796 1778 -761
6293 4008 875
6005 3289 837
5239 941 679
2367 4007 -906
3027 4628 -917
6777 1518 627
2237 2234 758
2097 1751 -292
848 1849 321
2319 1811 293
4942 1963 -868
5569 2726 135
3125 3178 -562
7999 1145 -916
1091 3890 563
1459 3484 718
251 8085 -430
5747 2384 68
3320 4502 -679
6707 2198 219
4236 1915 687
1344 2559 -315
6455 5657 316
7541 1990 125
4429 3991 370
5913 7105 909
3130 4033 203
1890 137 701
2918 6750 -858
752 5446 276
4531 7306 -14
5169 5176 941
4596 6729 -500
2046 2109 261
5257 4316 343
5618 989 786
176 3540 172
6903 2500 -718
1420 477 -879
3417 2962 646
3552 6420 -270
3457 3153 247
315 5759 -353
4318 3588 -205
6893 3874 641
2360 2804 -488
5832 2270 879
5567 4033 586
4608 5764 -837
2987 7150 -14
2859 1778 -868
1538 6619 -969
6135 7122 -704
2562 7902 816
3602 3325 806
6106 5484 -206
1389 6089 412
5381 7923 -236
1230 8049 -643
395 4866 -754
4441 22 438
2630 5089 291
3414 7045 -360
8136 879 -315
3313 6538 443
2816 644 951
6956 18 578
679 2966 -898
3360 4048 -612
4362 5051 -178
2527 8106 718
1853 4229 366
650 4155 246
4792 1522 430
6988 2015 -551
7860 4847 431
6083 706 289
10 2590 95
439 6085 659
4434 7268 -793
1457 3775 832
2197 5977 37
2081 4768 -542
6572 8064 0
5068 2456 746
5052 4411 -661
5444 442 -392
4459 5089 333
6220 1410 107
79 3933 -550
5923 3110 -462
2473 558 -985
3854 585 985
3642 1030 -578
7004 7585 -978
6279 5860 79
2076 3664 778
6210 5135 479
5105 4019 425
5276 4249 -288
3592 5599 219
6895 5736 687
7818 2241 265
181 3547 -253
5536 1320 76
6085 1780 -216
4271 289 645
5597 6938 705
323 1133 496
8086 689 -712
3723 1787 735
4794 3439 322
4684 8034 60
5812 5774 -451
3358 298 -363
5898 7984 87
6 1484 994
1166 2579 817
554 483 236
7419 5934 627
3475 4215 -231
6648 6182 -844
714 3941 831
5935 3712 374
4549 7131 718
4203 8127 170
1983 450 -736
1868 7697 -415
2980 1088 151
7044 4897 881
1814 5410 326
6667 5917 -549
6799 2842 618
4523 4876 -435
4156 7855 -39
4371 5635 -301
4943 4046 -657
1517 6191 -407
4271 6571 880
3559 8012 -261
3325 1352 471
3888 6092 133
7063 1364 -580
3564 6250 752
1076 3444 -643
3345 3971 606
3504 7560 -595
7896 5099 839
7039 6300 -333
5390 604 -872
6019 911 -594
2085 2176 -752
3085 785 208
6474 4099 383
5118 4658 -767
5790 7760 629
6013 3807 144
7523 451 -441
5646 7743 760
238 143 965
3410 6887 -53
2297 2810 832
3254 609 87
5580 2552 577
7655 4901 660
4183 3962 -14
2764 7337 786
7936 7937 495
2639 1521 -378
813 6421 -91
3920 8038 117
619 8121 278
7485 4247 -67
176 3553 762
463 7349 -157
8105 838 -178
7685 709 610
2392 1363 637
2288 2624 -182
592 5451 98
1562 8078 -910
2813 5524 768
669 7061 111
6903 4353 75
3091 2665 -997
2165 7295 765
1931 1304 467
4265 27 331
3119 373 12
1714 1311 601
7769 2970 -81
7822 6893 -796
6906 3533 978
7598 8077 -914
4099 6816 229
7389 7577 -968
2308 1967 -63
7353 107 -158
1932 638 -647
5136 1168 268
2774 8003 431
2003 254 -142
2535 4177 -687
215 657 933
2799 4267 594
5055 4400 -14
3408 5214 925
2609 886 -616
2554 518 -799
2539 6444 696
6853 5906 -724
2429 2234 808
2214 5114 620
7592 7396 50
6372 2866 -260
3308 7965 -549
2414 2857 -590
2703 1693 327
7282 4749 -347
3194 5361 -342
3702 586 -597
4791 3424 7
3259 647 -287
2597 862 825
1602 1835 -677
3310 7221 909
7044 4182 -664
266 1587 -252
2050 5927 891
4240 6335 -270
3795 1379 618
3165 3484 350
3632 4600 -128
244 2915 -149
4128 3899 -325
2826 1719 919
2056 5994 -123
6107 6345 -404
3133 2753 -537
158 2725 -873
3219 7434 -603
6961 6867 -809
324 7434 -418
4416 3836 -318
1231 4708 927
3746 5066 -488
1306 6306 -879
3043 2847 -948
6773 4674 -452
4749 5681 633
2768 3216 704
7924 2861 -558
3828 2956 -719
7010 5324 -905
1677 4247 259
5733 5643 379
6803 7925 -796
3628 6352 357
4036 4021 -804
1736 5229 61
871 2796 982
4624 7943 -29
5406 1278 -948
5440 1564 454
3765 4147 -321
4037 2051 816
5483 1933 634
1711 296 268
3353 2088 -66
5173 2323 -83
3134 2963 -779
7616 1673 -445
2934 5122 -931
3305 2550 -974
6794 5903 -246
6869 2824 900
3017 161 335
6798 2542 -579
270 4392 -64
5695 4326 -255
3362 2670 661
6266 3324 59
6461 2412 -818
6645 4516 -752
2468 1069 -170
5175 5991 -204
5529 4291 308
5705 4794 374
4273 5594 -811
5802 2437 -322
593 2919 -72
1156 3313 382
2053 2557 493
4626 2089 246
1484 7842 -813
2541 7291 -432
5191 6727 -383
691 427 -190
7866 1199 -246
3711 2026 576
4443 2350 -13
6457 2436 298
108 3058 914
6347 5602 855
7371 3867 325
645 6815 -363
271 210 595
5304 743 -419
5296 6127 865
2789 2327 -533
3697 5126 -265
4035 426 -803
124 5158 -257
7948 2264 -213
2530 1509 516
7072 1570 666
2357 7167 280
1477 7197 943
2439 1543 -229
5641 2921 -450
7837 6262 155
7971 7821 851
1528 5356 541
3934 424 893
5672 5998 783
49 5706 329
288 6469 -7
6627 7345 -27
1680 8028 779
5323 3488 -356
2413 2084 390
3794 2255 817
5537 7387 -439
6925 3896 955
2714 4980 164
4582 4265 420
4697 3300 195
531 3990 -395
4901 3016 -541
485 4198 928
7173 3413 493
2731 6308 -622
7601 7559 68
1838 1757 -774
1208 6064 596
6119 3283 -317
3727 7347 26
7832 2706 -692
7542 4338 693
7156 1043 -249
3619 4760 -352
7795 6232 472
7928 5920 -24
770 5065 -761
4744 5432 236
6509 5419 333
1585 3908 -820
6251 1452 149
7532 6149 960
6769 5523 712
6952 782 -190
6629 431 -895
2087 1502 463
2840 6059 836
476 1604 -332
205 5408 -865
5647 5816 -329
3457 4612 -691
3154 8132 -786
6337 5602 -915
2183 1538 354
1257 4817 75
7636 3049 -300
4230 3588 223
8024 7130 -855
518 2849 992
457 5117 574
2719 2103 -409
2103 6514 -889
6091 6931 860
5097 1492 -807
4859 6437 -195
3045 849 -675
7851 7091 -570
2912 1294 423
7995 6161 333
4654 214 -613
293 4913 -969
3779 5628 -638
4530 2402 999
5350 5216 874
7256 8101 290
6073 8101 41
2894 7504 -118
2734 332 -346
6961 7771 -602
823 5491 794
7360 4201 -783
6235 3947 705
7706 6579 -239
6924 5854 -750
4162 7578 497
6420 5738 824
4661 5743 728
3212 2297 639
3315 7355 667
4095 3622 307
2178 2207 -211
786 6820 50
2915 366 14
1453 7488 601
1048 7676 366
2844 2525 -703
2350 5581 -438
5720 267 -559
2017 4470 107
4475 1382 975
6910 7862 -386
6487 4373 323
4431 3701 653
5746 1361 -976
2638 4371 426
2788 2305 -463
5646 105 862
2244 2797 -651
3677 5099 -294
2251 5418 -27
1611 1684 970
4090 8001 164
6447 7738 -665
1484 6344 -343
5629 5277 -242
6019 6864 776
698 922 159
3869 5917 -936
5251 2520 821
6661 1382 603
1057 2542 -492
1046 7040 301
7531 2766 13
1109 1576 199
3670 1291 609
542 8020 -79
830 7160 976
5530 5487 -85
5374 7656 614
1017 3717 -639
4760 3379 155
2453 2741 -396
7561 2371 -924
2077 743 170
3525 6453 -27
6145 6311 -295
400 5016 762
7485 1711 460
3787 1414 -449
2059 895 477
3989 2733 61
550 2672 563
3245 2045 -719
5361 5650 719
851 665 898
5612 2492 243
2776 2858 775
23 4458 -18
2811 3682 -43
5597 4479 834
5541 765 -209
396 5465 -944
750 1154 340
6746 4524 -853
5601 7665 -130
2568 2565 -767
3687 4877 227
5168 2832 -412
7182 5631 -637
3704 4604 -947
5526 108 -27
6957 4000 500
619 7772 -806
381 850 895
7126 7908 297
1394 7959 979
6355 1679 749
7958 2001 -211
5981 7276 131
7333 7537 298
3433 7976 -113
2019 529 466
253 985 -747
6196 4063 319
4144 1388 224
6621 4246 -73
428 2123 712
962 4702 867
5961 2819 322
599 1097 -349
6577 4463 253
4547 793 -920
1446 3785 -103
6861 8099 -50
3206 5468 -698
7220 5742 -808
3394 1411 226
5862 5438 -920
4753 7952 832
7371 2241 534
2954 2392 34
6810 6924 719
6809 6296 -242
8134 1106 -340
2048 4635 -840
2603 2178 -235
494 5368 -385
565 7288 725
7237 822 624
7074 2414 -909
4511 197 423
52 7693 -852
3392 6913 147
407 1162 -34
5176 2766 -85
799 1423 -718
462 1455 626
2897 7555 -197
5889 7164 653
3632 6434 -543
6635 3073 -648
4600 943 -776
1429 753 -772
4789 3637 -321
7353 3381 937
111 5654 523
4943 286 573
937 7522 -914
6644 7780 682
1137 3086 -776
3016 59 -636
7820 6843 387
2770 7224 74
4154 2723 834
147 8081 -915
4248 1256 488
5407 6502 -41
2092 772 600
7785 1002 -795
6884 1444 -655
5238 6252 208
8020 4501 318
79 2526 -756
2117 2434 -551
5573 4804 754
224 3983 -920
7756 482 990
2773 5142 588
860 7527 -448
3141 1423 -208
6457 4040 903
1286 667 850
3447 1271 729
4512 41 915
4449 2767 741
7918 3144 -656
7752 472 -259
6793 3588 946
1096 4826 -590
3475 5677 458
3504 1396 -205
1469 1783 639
5986 491 637
4317 6537 12
1211 3483 482
1168 991 -286
4581 4643 -240
2462 3333 652
476 5456 781
2274 8002 -809
3377 2244 312
3398 123 -1
2681 6860 130
2512 1544 839
4919 5732 830
5309 2253 -707
3259 3870 563
3455 7850 -332
184 2761 -217
6520 304 387
5001 6280 672
6374 5425 124
5612 3919 -686
3763 2056 603
3261 8131 -630
5241 6062 -626
7791 7016 -359
7308 129 -897
429 1686 -873
3729 4244 -698
5442 3279 187
6558 2322 -595
4606 5174 44
2844 1607 -308
4892 7190 -878
4013 218 497
2059 3295 617
2667 7395 584
1582 1271 226
810 3080 -780
1829 1796 -740
6556 4029 570
3409 5768 199
6412 6192 164
2721 3320 806
6332 185 132
5005 2186 -139
1341 3807 -327
7645 2826 -471
1047 181 -323
4401 2972 -654
423 7599 186
6385 2528 -572
2568 6668 726
2383 2857 248
3369 4877 -987
6749 7316 -171
1736 2521 541
5338 1815 -538
4287 5475 273
3639 1042 844
4707 2487 -192
3965 7241 -828
5238 6679 676
6975 6110 -130
3 7251 -631
351 396 -221
1178 5562 -299
1606 3129 -559
4184 1364 171
7721 5032 -342
1779 3121 158
912 1713 -681
1015 5941 -863
5030 2431 -279
668 7184 270
6702 6610 -430
5683 527 788
2133 3067 823
6105 4774 -555
2595 4765 -135
7038 2229 899
5680 95 -107
616 400 -752
7880 4555 874
3335 6519 -836
7537 995 294
7241 6698 -857
1255 5416 -689
1695 4778 748
7372 7682 -127
893 7587 772
5682 6418 749
2903 6340 -458
5009 8116 594
4275 689 -490
7007 572 110
3348 3302 21
7063 4832 -850
4825 7069 -412
4002 5154 647
192 3124 -822
1149 3970 787
881 878 468
197 7262 164
1094 4627 -236
3270 2228 30
3152 391 256
1726 2793 -78
516 4754 481
2121 3926 799
845 5686 635
3787 7188 326
7708 6076 302
1695 4030 222
553 487 -455
4669 1598 529
5856 3620 461
2060 199 -893
2548 5287 636
7887 7155 982
2038 6180 -68
1845 3251 -180
2983 774 183
5259 4154 -976
6392 5754 784
5138 3532 -62
6130 1902 -396
1319 5624 727
6048 6847 92
2419 5468 -895
7997 6372 -34
1779 2280 -924
3343 7389 -332
4960 3896 -462
7415 194 -218
2038 4470 548
7846 3194 -742
7101 1258 -100
4603 4470 557
4105 3368 -402
8 2749 750
4668 895 446
3489 2339 -81
4425 4820 386
3486 3030 440
3978 5464 223
3896 2301 -740
740 7747 -278
6536 4633 955
7149 1022 271
6816 4957 182
2251 1574 -529
5322 2447 400
705 6929 75
1078 4401 -58
3146 6185 838
2288 5203 87
4283 1476 647
3203 2931 575
2182 333 -633
7693 3786 -486
6440 554 -878
7653 4987 524
401 4518 -868
7692 249 178
4830 1072 19
5590 7396 107
5098 6646 591
5794 3769 -345
3833 1345 30
3931 3522 796
3797 7037 892
6958 5988 -744
5075 4307 805
2446 4344 754
6924 6697 -813
3657 290 587
5898 6767 -829
3257 1867 588
3425 1326 -314
404 6433 730
7169 1437 560
3424 6250 395
1246 4900 -486
625 396 -976
7330 2294 -246
5353 4379 318
5620 3325 552
4788 4914 288
2780 7256 972
5174 497 670
6831 1135 82
1007 4672 493
3690 946 -204
7127 6406 -789
3835 1453 -699
3026 7082 24
6230 6963 -870
5573 4893 810
4166 3443 -340
373 6917 -941
4409 1928 387
3574 372 -814
2242 7568 -796
7520 2602 -353
573 2274 -728
5320 6837 -269
370 2070 -300
1946 1174 366
5583 205 522
4748 543 33
5847 4217 731
916 7579 133
3760 780 989
7941 64 -460
1856 4346 72
992 3801 -754
4968 1139 710
5287 2582 605
4319 2231 -668
2318 401 88
8044 1606 -97
92 2245 284
3815 6345 280
406 5722 309
45 5481 63
1006 7219 -170
5606 6204 -104
1735 7789 635
