16
861 941
620 391 -385
57 699 857
487 345 -994
640 274 896
371 817 -152
578 456 529
526 210 -34
618 561 418
774 350 394
206 669 446
519 346 351
426 674 946
336 367 942
17 609 22
333 429 12
690 200 510
526 439 598
186 663 826
240 219 -50
361 872 773
34 488 338
281 541 275
484 138 590
363 223 751
528 24 -290
318 712 762
520 675 454
568 359 -51
362 905 412
604 1 508
724 419 -735
429 295 -812
9 892 372
426 438 891
512 254 -523
531 134 -88
757 627 687
491 846 298
900 146 -817
790 94 -939
303 423 716
10 31 10
662 586 425
342 748 949
617 122 477
544 53 -144
546 443 92
42 149 -167
12 392 375
834 560 -634
515 246 -666
353 609 -26
631 377 -294
854 211 -681
168 836 -875
8 47 85
77 363 305
210 443 -300
367 15 766
308 886 196
837 358 -68
461 53 152
624 619 -312
474 803 -517
418 267 626
905 718 753
260 188 -843
862 842 -610
35 572 -165
84 222 284
405 585 -463
298 454 901
60 684 958
762 623 336
622 816 -1
253 770 -854
458 691 953
857 887 433
174 45 87
876 62 913
628 765 -449
231 190 55
237 795 -177
709 18 -857
662 265 819
699 428 571
847 782 110
294 117 -491
133 457 -515
695 532 -842
342 311 -35
174 621 374
532 619 808
454 108 -632
871 814 89
44 328 241
493 251 -412
56 301 594
196 804 -485
718 442 338
310 524 252
365 282 219
591 885 -423
873 266 213
688 178 -759
344 429 251
878 604 -488
897 368 6
338 347 110
37 366 313
841 206 -92
18 193 -808
754 55 700
658 479 -634
351 143 -407
14 547 606
75 618 -842
900 774 -880
89 9 307
172 96 965
138 173 466
61 847 640
747 701 342
215 133 341
68 833 134
462 873 -426
462 163 142
295 3 -959
427 58 -463
53 765 -941
450 22 -714
114 468 -26
557 333 -105
134 793 834
2 524 437
667 59 -550
200 479 236
362 370 890
451 493 -661
472 720 -888
153 833 937
297 268 630
447 504 -255
345 487 248
172 410 -628
534 28 -395
100 613 -235
429 547 -217
719 196 115
252 910 107
212 760 948
641 646 -758
48 812 333
685 452 -994
405 32 775
520 110 871
308 501 248
802 228 991
13 886 -795
50 240 -266
823 216 646
793 543 370
476 900 807
892 263 79
559 336 -547
806 315 -843
889 898 939
124 446 -632
132 13 -24
311 522 223
460 429 -95
42 570 -442
324 763 815
229 331 -920
304 33 121
664 860 -861
863 890 -159
495 165 -881
331 899 -835
444 456 -878
893 860
179 130 -176
417 81 345
344 807 -84
59 603 338
388 873 602
567 562 771
443 723 -441
763 106 -241
249 591 527
304 325 -704
540 37 -230
457 634 490
110 834 -865
615 344 -754
49 2 -969
174 606 240
779 37 857
105 751 -894
23 132 196
455 505 -672
49 437 -649
169 766 548
273 563 -975
274 621 330
526 519 288
580 229 -286
823 100 1000
562 91 915
364 766 687
386 267 417
889 575 314
1 381 29
554 306 518
712 557 530
138 847 701
242 838 -869
42 834 700
892 818 -878
367 32 121
367 408 -106
254 886 -867
452 759 134
328 133 -232
730 20 363
791 535 -460
621 841 -409
584 63 -306
63 742 823
775 369 919
821 213 -94
523 177 -952
741 615 -55
830 828 -784
305 602 -661
4 470 657
755 283 -306
459 570 -932
109 467 -450
452 198 125
63 350 -741
284 238 -983
463 457 244
581 8 -376
549 620 243
421 880 451
61 591 972
206 538 29
577 772 -300
558 841 -782
447 757 -908
51 371 -525
202 213 379
423 734 626
32 769 -593
153 304 716
641 234 67
479 120 694
191 88 -771
491 538 -67
605 704 931
1 391 -80
636 47 200
120 164 -926
637 706 -246
537 555 -857
311 670 -964
497 444 767
227 105 -770
366 423 347
105 351 559
313 637 249
487 53 -932
502 551 -850
238 652 -550
30 809 -442
885 72 -529
206 643 -680
98 722 -16
135 437 -775
460 701 620
307 290 -817
19 197 103
22 324 24
456 725 -822
869 349 64
59 653 571
761 839 -660
98 359 120
517 640 -799
714 121 -944
248 860 462
151 687 -595
839 65 522
249 805 715
613 876 -975
142 332 -42
115 353 269
859 347 723
281 446 92
795 325 820
695 674 -213
20 107 626
153 390 -914
421 88 694
742 212 -839
701 605 -63
790 825 21
542 262 -442
755 3 368
800 231 134
377 11 362
183 400 917
497 263 155
274 615 471
206 208 543
438 164 673
500 66 -71
396 496 467
774 275 -881
833 245 -158
13 836 -82
484 427 -384
453 339 -73
499 329 -305
134 489 959
459 864 -548
273 643 -937
162 543 922
229 5 880
125 641 -172
632 869 340
681 519 -12
772 701 569
704 377 463
92 611 501
754 376 -404
448 453 617
350 272 619
555 334 279
864 423 353
785 412 146
136 406 78
885 639 -80
95 558 -522
582 100 -482
48 15 588
415 721 978
831 350 578
261 252 565
29 861 -822
30 254 865
886 661 -424
362 555 577
543 770 -113
460 499 176
555 867 -916
722 547 -830
399 744 -604
3 536 -589
472 389 -590
278 391 840
879 344 -631
348 385 937
639 161 121
313 219 559
69 433 -754
892 747 639
305 103 -693
215 79 916
243 63 222
248 267 -741
135 287 265
326 165 576
120 194 -134
295 300 994
447 395 948
45 530 841
709 119 368
361 229 403
286 506 -553
318 339 331
532 620 -819
746 523 -484
716 384 -907
791 653 602
263 175 283
533 319 -463
417 606 -564
170 702 -441
245 377 585
837 601 -304
268 404 -130
245 371 611
883 520 -577
95 520 -602
778 77 712
885 789 -555
648 143 -369
678 518 839
17 796 -212
157 705 908
390 181 62
343 754 -544
580 107 127
93 579 -271
661 78 -519
816 745 47
839 835 941
419 253 -49
100 555 76
770 635 -332
30 528 -433
535 328 952
607 215 -270
356 196 -128
796 602 884
733 649 -699
663 390 -898
164 44 -68
833 201 408
61 87 615
862 322 -93
750 604 527
89 544 -195
191 804 930
761 800 235
710 88 477
6 521 -520
208 573 261
155 469 -693
860 161 874
844 533 945
244 510 777
777 823 605
483 6 661
368 120 773
364 707 -635
575 761 477
605 133 -590
689 727 -295
55 192 323
634 96 459
755 574 597
62 264 -502
562 469 -928
322 755 -685
281 784 -122
680 366 -412
732 98 618
239 160 885
628 768 665
531 827 776
672 220 -133
144 259 901
65 602 568
203 160 -285
718 408 -103
514 490 703
444 870 -742
616 761 898
221 672 225
241 320 472
79 258 -781
595 785 951
118 829 -211
294 737 531
206 860 -643
868 758 -362
595 39 779
344 558 -536
434 125 584
829 428 -860
24 343 -522
838 712 -789
467 858 2
510 197 104
17 292 43
239 478 753
106 466 110
535 201 554
266 162 125
582 41 -306
659 824 -341
347 523 139
883 375 -524
248 621 -189
720 178 -359
715 892 842
674 773 -698
351 270 -581
278 20 908
792 473 -786
583 865 -778
888 394 -512
655 197 -548
555 589 175
888 260 272
270 153 464
328 223 -552
536 205 -652
459 537 575
578 458 -283
58 395 29
317 220 -228
289 689 -879
644 440 349
565 136 -474
786 24 320
433 598 -948
211 95 -182
370 825 -248
436 364 603
611 119 836
462 127 -269
841 781 416
349 233 942
882 666 -380
310 634 945
313 645 -161
654 163 452
335 860 -566
259 553 166
182 680 104
268 365 -431
619 322 -455
176 559 496
291 172 264
590 216 606
597 879 -967
17 842 965
526 428 385
845 589 303
528 693 -839
604 396 905
586 142 -21
357 594 169
830 845 -80
558 259 -219
878 2 707
865 469 119
861 326 -279
221 494 -136
523 720 -552
838 3 940
471 830 -775
225 208 -424
827 877 -426
501 662 -488
6 91 895
690 834 246
381 426 -672
587 105 -963
732 153 157
292 678 838
507 886 898
497 215 65
726 57 -429
41 325 653
347 609 452
189 312 -528
391 497 -362
794 123 424
614 364 -905
64 836 -686
171 548 91
24 591 27
875 742 573
156 630 49
748 476 768
76 749 633
503 184 235
148 305 -230
369 46 7
853 796 967
489 330 378
247 373 270
348 691 249
210 864 839
102 855 339
3 686 -824
712 33 -268
205 789 742
184 821 509
174 681 -704
352 756 -163
831 247 -925
277 463 -66
774 283 -473
763 300 -111
650 317 201
783 623 -569
465 768 -809
91 829 -553
405 141 946
57 701 -364
590 749 -946
795 674 -693
656 198 -552
201 126 739
796 681 872
394 197 478
433 535 -614
547 617 146
580 487 -566
296 688 -908
343 455 -711
153 132 586
246 312 -149
90 267 674
298 325 122
538 20 202
888 9 621
743 33 -440
413 186 982
661 72 617
699 192 406
432 649 540
777 454 -338
519 1 -77
334 202 -132
144 412 938
671 222 -465
722 740 266
167 16 -73
197 786 -606
649 886 -433
112 265 -78
370 626 625
207 115 741
558 144 646
531 70 376
28 101 555
674 91 -364
459 331 -506
5 880 931
598 677 -974
738 532 160
416 234 -128
741 662 -44
667 231 864
873 295 -143
125 517 316
777 805 514
7 75 495
269 686 -127
20 325 854
624 276 614
296 524 617
3 554 -792
574 848 303
328 281 -997
428 643 596
891 134 367
523 808 -970
341 186 257
662 712 394
599 597 661
542 550 -87
344 289 181
400 472 -804
670 192 904
64 877 524
273 256 453
217 787 752
783 427 259
845 251 -730
182 346 915
268 515 935
112 388 -986
94 505 51
332 638 -911
531 194 -923
148 451 -872
832 681 22
24 137 530
123 666 524
841 670 980
597 891 -673
393 250 -941
9 518 934
887 277 126
6 103 888
659 682 445
347 527 -355
575 83 -488
260 575 -799
105 893 279
387 704 -108
279 306 400
712 641 -987
117 280 917
288 650 -631
126 555 -541
522 515 -876
753 681 742
13 754 -848
606 261 879
270 213 732
638 645 919
417 60 -743
471 788 -571
797 686 -51
671 608 -298
536 383 512
419 514 -482
879 305 594
309 323 312
295 254 -304
156 598 101
657 407 673
738 106 930
423 196 -731
118 604 -443
617 552 77
861 527 494
599 326 1
857 274 98
253 344 -904
22 576 -48
94 826 607
264 808 -968
424 583 -560
110 379 -461
471 383 187
566 68 979
88 254 497
719 858 223
829 624 -276
875 120 -805
308 121 -687
152 246 -498
491 387 -847
160 373 -113
792 739 -24
395 319 -99
10 246 764
875 156 930
124 549 -125
782 888 195
599 160 -772
107 108 -605
336 717 -616
840 830 558
879 316 -656
176 119 81
297 839 254
757 491 -71
773 612 795
466 388 -965
492 696 397
244 782 172
551 387 -343
71 215 560
51 357 -636
739 59 535
185 449 -531
694 495 -267
150 92 157
298 301 623
546 865 988
269 246 840
326 583 -557
50 799 78
110 705 -207
562 76 318
527 62 302
673 348 203
564 102 -648
296 651 86
279 285 821
448 74 -631
194 486 -724
544 56 -597
26 649 -267
736 744 -385
229 339 468
314 461 -924
151 712 -41
586 565 -934
886 38 708
233 642 258
487 809 593
883 881 150
657 684 806
874 342 737
567 715 612
399 250 256
556 479 -131
610 32 128
624 571 656
339 477 914
128 424 383
153 459 -504
129 224 646
702 300 148
6 474 -793
803 319 468
356 557 207
886 204 -656
193 517 289
854 435 -249
47 112 -702
757 870 -485
616 872 62
809 24 -661
481 552 -727
559 663 200
88 483 -795
434 203 321
92 499 -942
861 474 631
563 827 -460
213 868 409
789 96 -492
884 351 245
480 513 -424
890 782 -565
137 576 -312
698 87 -127
338 327 560
547 620 -957
366 4 403
408 303 -436
28 838 694
825 539 345
790 843 816
608 872 308
516 32 -207
647 189 -410
526 650 786
682 753 942
284 68 728
245 758 404
181 625 -800
328 520 -610
503 418 962
755 16 -381
339 758 -932
139 99 -648
131 495 -590
505 607 -515
99 501 -457
469 350 -326
452 787 -548
325 476 285
183 655 393
253 304 403
311 145 -47
782 785 361
253 754 396
800 737 -481
546 452 716
675 34 238
860 192 280
799 804 -294
568 674 -896
778 610 -708
2 622 -254
613 98 319
16 376 -811
303 343 -703
720 661 -984
208 400 -828
287 341 398
119 446 -70
355 565 988
337 738 142
813 869 577
649 277 -760
19 260 -10
854 367 205
393 249 879
420 319 -11
375 343 479
284 891 317
769 169 49
572 680 444
390 226 787
14 245 -919
326 315 -905
710 538 -943
50 850 -73
309 129 132
544 91 161
396 410 3
886 643 181
765 511 475
796 806 720
26 375 695
581 772 958
329 605 -461
677 128 -130
737 178 380
328 837 687
144 582 -884
68 484 -800
164 36 855
506 86 297
71 860 -99
640 553 -853
384 563 440
215 651 -900
754 730 243
165 285 -932
358 575 629
412 457 347
397 572 -107
430 441 -428
531 586 -209
819 698 -58
838 142 -277
126 481 -556
294 289 -985
305 166 40
429 535 -308
84 270 -551
417 206 794
647 117 -398
513 148 872
465 387 -414
334 247 806
109 649 -715
441 708 826
326 820 -34
395 171 -521
39 844 726
437 532 -149
412 466 -311
308 543 363
250 391 -28
111 264 -606
327 584 359
780 600 610
618 50 411
163 65 -192
459 637 855
691 527 992
82 119 -938
821 275 -826
872 168 22
650 478 -711
450 429 -726
118 534 704
123 97 650
749 209 536
543 187 223
460 385 -365
732 554 -682
5 781 479
376 311 -82
798 629 -954
756 644 -666
799 48 -957
380 197 -708
377 428 589
326 784 513
702 699 -59
827 352 543
631 648 -614
701 232 831
625 55 74
857 338 95
9 491 323
537 672 207
42 411 149
160 42 710
67 711 907
760 488 -430
387 492 415
828 487 272
261 360 328
533 888 -909
207 488 -585
315 11 -376
680 836 563
836 291 513
805 218 -567
12 593 -86
631 526 -454
184 533 -480
580 403 324
867 791 -897
10 375 -16
250 40 -136
670 350 -920
192 648 -347
569 376 875
551 87 -31
748 192 604
865 529 -876
886 486 866
803 235 -359
272 574 82
776 322 -24
730 868 817
338 746 313
632 770 -498
216 257 710
808 598 -178
687 31 379
478 712 608
540 760 -893
624 861 -815
609 149 -271
457 757 902
468 828 264
431 726 -810
309 821 515
191 529 10
543 207 -71
400 303 -104
673 320 -74
633 445 -585
472 882 -73
433 188 -795
247 885 -61
269 104 541
237 113 911
290 96 -950
59 868 -406
530 762 -617
161 283 -971
703 421 -738
881 166 -431
834 607 404
867 372 -10
367 218 23
768 345 -994
451 147 868
860 134 976
651 825 -523
592 624 -218
419 391 744
755 174 76
191 251 -524
306 686 785
151 209 439
879 190 443
396 252 910
153 80 -467
923 873
376 781 859
769 111 614
103 102 155
101 109 301
359 127 -89
64 802 -782
425 359 -471
175 162 -522
770 917 -323
527 283 126
317 665 -92
346 322 392
426 29 782
410 555 -432
725 659 288
101 897 895
306 697 -153
705 778 -424
388 256 675
893 50 -728
453 147 -895
483 841 391
739 712 447
349 844 956
481 366 -857
711 763 -607
70 814 -760
684 630 -576
70 68 -899
822 269 341
513 900 -828
578 320 35
452 229 983
297 752 -585
417 288 518
382 676 -444
653 564 418
283 211 -410
237 786 -504
781 128 487
67 668 -148
809 650 591
434 757 -956
87 792 -555
599 467 567
595 177 -471
488 496 -702
287 799 -99
248 209 -739
724 45 -214
80 764 792
370 816 -695
432 757 -187
429 417 -812
134 373 65
128 704 -226
246 906 111
113 642 -154
394 112 351
336 472 -375
293 756 234
488 238 -776
759 531 79
545 567 -287
31 2 -86
509 491 -715
112 82 564
241 775 -958
692 197 955
896 641 101
352 743 891
818 829 117
762 25 642
659 670 219
522 632 241
271 267 190
381 336 -698
828 707 13
381 481 -593
57 869 860
65 314 188
587 548 -602
707 147 940
854 646 496
24 97 479
626 815 853
832 147 489
376 355 232
184 326 669
402 445 335
678 18 -731
873 442 -657
730 752 43
709 290 641
565 724 243
1 465 995
126 640 841
362 921 533
723 339 -61
648 630 -539
393 684 -208
189 285 22
445 350 -627
869 824 -692
333 803 13
295 299 -96
345 581 -474
154 268 -813
804 895 540
849 74 -739
729 403 266
580 293 16
7 448 -437
684 307 -99
632 919 -378
435 833 272
847 52 224
431 72 609
335 679 -559
809 748 377
309 194 -473
246 595 381
74 756 727
521 606 -383
481 307 -813
857 841 -974
865 515 -79
439 7 -983
277 50 -399
921 659 -923
188 238 928
759 816 -444
647 766 388
221 852 -761
901 432 370
322 371 -1
214 236 732
343 128 -612
917 339 820
292 608 450
568 15 -890
484 578 330
877 436 558
770 680 704
647 893 854
717 506 650
416 252 252
186 269 -313
736 127 4
589 199 -946
731 738 685
212 9 473
612 524 977
711 686 83
729 653 -841
547 500 789
133 564 -790
272 25 255
300 181 776
106 874 -513
343 296 -938
402 399 -732
376 901 -990
658 708 369
808 714 164
596 273 -159
881 230 422
589 702 -975
553 421 -643
527 190 -559
866 450 291
640 757 888
191 505 -103
744 199 -255
719 745 -498
714 226 768
200 182 847
867 759 -188
543 857 307
126 824 -710
798 367 58
677 386 -503
552 569 -292
684 301 -229
383 823 963
503 497 17
817 649 -810
49 361 43
667 751 20
909 912 -602
864 732 -468
289 909 -131
568 318 -935
62 197 740
289 75 -906
785 719 115
600 668 908
31 134 316
277 150 540
668 40 -119
94 97 724
558 731 -404
536 389 527
328 217 -22
101 110 -536
921 253 204
693 16 172
650 98 684
440 231 -568
104 567 227
640 471 -478
62 73 -119
199 373 351
161 194 -209
134 153 -914
480 149 -481
722 509 490
100 557 771
538 783 357
773 737 251
378 613 39
468 528 0
91 892 382
687 510 866
299 103 -196
699 842 836
899 183 -616
97 854 129
280 864 829
884 841 -261
20 679 -778
277 342 -388
554 514 -318
417 544 -299
524 783 -115
221 295 -210
74 130 733
225 540 -8
873 222 856
506 400 -204
500 636 -303
305 467 690
733 3 762
279 238 628
557 239 226
866 27 -432
183 221 189
206 168 960
4 498 -507
198 801 432
383 141 -143
67 729 991
536 911 353
378 634 998
513 314 -462
596 37 -135
274 40 386
799 579 160
718 591 -576
561 521 -341
475 629 106
727 491 -466
862 826 970
821 451 337
220 698 892
454 88 331
524 746 -172
484 884 -907
816 124 128
214 74 997
913 729 -784
72 473 -928
175 643 232
294 311 -984
558 416 186
710 209 -758
484 127 765
701 319 15
440 250 293
801 79 -439
620 53 -200
801 867 968
891 29 -11
581 875 859
404 342 69
588 851 787
685 69 841
512 337 -705
301 236 62
923 57 784
77 541 151
351 107 390
131 257 299
830 96 -936
584 155 -451
130 94 -598
538 210 -768
609 760 -525
172 31 922
440 794 749
239 898 -533
828 333 347
138 426 142
554 872 313
782 622 784
877 707 -791
791 581 821
40 274 -31
717 781 742
18 804 316
273 500 -846
331 408 71
815 398 718
7 630 998
862 300 684
826 30 -292
389 746 618
645 36 -833
357 903 330
59 374 -856
813 880 97
60 595 376
719 459 518
34 722 110
401 325 876
801 109 -194
481 68 643
355 735 415
211 386 -211
566 448 -249
553 471 98
187 148 19
473 447 -707
493 536 -677
235 14 93
455 69 14
198 725 976
854 505 -121
691 228 542
734 131 399
543 806 246
136 536 -587
695 751 -856
15 834 -367
332 605 -146
280 317 -156
262 766 759
341 360 -667
675 525 -447
195 96 -95
159 562 -274
505 832 541
164 635 419
64 212 96
94 437 692
650 411 620
495 344 203
256 33 -947
445 237 -800
747 658 626
404 88 504
408 571 -985
505 400 38
842 541 -536
179 306 -811
184 117 -809
781 256 -188
696 123 965
402 682 30
298 558 403
485 312 110
882 84 186
391 612 -46
177 729 -935
365 616 -251
270 523 -370
662 358 927
785 331 964
761 181 223
29 515 -212
415 834 424
64 134 649
789 662 723
503 623 -816
600 906 -206
639 903 -217
503 273 95
668 602 800
738 752 564
92 161 300
323 908 889
824 660 -789
460 379 -494
312 651 -95
676 360 578
894 313 732
10 336 -304
147 495 865
377 173 792
423 249 281
759 312 -990
671 641 446
808 614 337
853 174 -415
752 76 -611
126 346 507
807 560 429
792 172 54
628 32 -946
313 609 96
217 910 11
207 112 -950
419 66 460
568 498 889
870 463 -510
679 554 -499
327 725 971
504 844 -595
158 783 -284
210 839 -201
354 858 14
1 126 -778
494 762 -147
638 917 -575
820 94 951
537 666 300
374 453 -373
516 8 -183
575 196 882
423 711 -903
644 708 -264
205 62 -434
873 650 747
124 135 -885
871 882 -259
879 690 -108
57 36 287
817 918 -516
830 507 -945
231 418 765
808 669 -774
458 754 84
20 312 661
642 828 973
13 651 -981
601 46 721
682 132 -603
416 518 695
318 513 -151
91 793 -70
714 923 -355
868 712 51
516 682 139
461 157 901
542 872 956
851 371 -381
746 509 629
568 506 -4
367 310 -18
812 750 -5
586 444 -783
697 707 -382
538 377 10
676 576 -568
22 458 653
673 203 431
246 336 277
812 208 675
590 841 -345
841 183 519
116 321 223
184 775 657
211 383 389
728 522 -251
767 821 195
564 818 508
554 800 218
558 559 500
671 75 -800
57 920 494
304 599 -731
498 792 903
335 555 219
855 152 207
888 414 -668
407 106 -607
39 881 853
373 304 195
602 181 465
402 260 -861
799 164 -817
90 309 -316
857 130 -37
400 835 -102
804 179 -758
274 365 891
181 758 -646
908 422 -97
563 35 597
707 554 -904
493 477 728
9 576 -793
283 913 274
475 694 990
109 359 0
91 552 942
446 516 912
583 347 150
684 889 78
893 387 -429
468 268 200
288 484 598
385 920 -821
42 523 -819
316 591 855
280 729 -12
716 92 833
260 900 -665
836 249 385
696 47 21
357 435 -470
686 241 80
613 818 -716
649 366 -375
452 180 60
719 826 972
5 96 -225
238 319 124
283 735 266
524 787 605
27 624 -562
343 677 831
204 718 -994
278 839 -379
448 71 -220
157 234 511
665 634 987
277 426 982
750 167 -116
34 265 -899
740 728 573
511 35 657
238 56 -341
608 796 -557
282 279 95
402 603 810
104 824 -222
265 797 -751
732 96 -104
196 419 -644
165 673 821
731 617 244
364 842 -841
830 405 786
489 596 764
901 181 -208
894 584 -753
157 429 5
665 600 97
355 917 916
904 14 595
228 261 -116
131 742 -804
440 568 -17
474 863 493
586 124 -845
824 308 -563
305 180 -331
11 124 306
377 855 939
531 858 -69
300 546 -194
218 307 -666
226 199 -287
815 391 -63
577 339 665
344 794 -918
7 675 983
381 596 763
881 565 -464
589 776 637
470 776 678
288 560 169
86 742 785
775 663 344
266 331 -364
425 503 -676
40 233 -907
877 504 -542
446 502 472
616 427 1000
484 11 -983
745 460 464
383 339 787
317 922 -43
561 218 208
5 452 -90
844 530 -77
393 554 636
450 520 -321
121 659 -80
694 208 -157
636 708 -754
372 644 881
178 280 201
505 867 542
154 745 129
628 864 762
522 413 -563
391 551 -876
321 387 995
785 115 969
236 260 -206
649 888 -647
502 49 -936
359 62 859
881 111 -925
36 533 231
201 626 -870
36 471 -228
255 41 371
256 608 -783
430 582 622
908 418 -858
581 837 390
815 564 588
344 693 -105
325 776 -747
216 922 -832
400 266 -831
741 806 581
417 143 626
199 717 -476
491 57 964
742 230 -741
132 816 -819
399 586 178
815 921 945
879 304 -203
340 848 -235
8 667 -489
105 765 121
678 570 143
42 176 -517
413 542 116
32 241 642
95 795 -161
651 908 700
36 549 365
608 151 200
698 187 49
410 764 -564
719 867 343
223 111 759
320 129 941
667 52 -685
350 747 376
298 774 -430
55 568 -138
8 341 93
719 795 394
854 881 -188
25 171 -373
479 250 -289
777 276 855
180 348 -280
298 839 6
772 660 356
893 527 -691
640 911 153
536 410 -644
152 328 -51
12 400 772
252 671 52
805 658 -487
592 172 -729
368 626 -336
636 420 25
374 475 385
832 68 -362
454 237 475
477 180 -177
554 454 -611
873 739 -8
432 271 728
411 338 777
780 151 224
34 630 -485
804 36 -133
833 264 -324
814 178 543
451 830 -375
225 81 753
881 47 -840
615 307 -87
9 90 794
885 347 -276
839 591 -589
704 708 173
456 819 -449
552 626 337
28 98 353
199 846 369
348 149 -729
140 247 -644
246 896 -901
248 436 139
73 801 -489
227 819 -342
359 414 -1000
673 135 990
860 292 -744
145 654 119
607 598 -655
100 741 264
239 623 -154
113 432 140
195 618 -861
152 333 28
345 65 425
484 350 810
46 731 647
759 425 181
826 499 313
818 129 -923
794 629 288
716 645 369
553 713 -775
274 551 312
340 570 -872
403 569 -894
517 734 -665
577 486 -527
75 548 -762
110 825 -883
627 623 979
848 590 -263
287 617 600
407 298 -836
370 209 -864
381 472 -674
102 561 -491
394 534 -54
656 67 404
257 86 -168
388 663 123
531 94 660
891 671 180
376 691 -921
324 880 -322
510 763 508
588 238 -166
578 576 234
275 426 820
32 304 -894
829 820 310
59 220 -859
758 434 15
641 150 -697
309 280 120
670 561 -895
143 91 595
586 680 -552
674 246 -213
672 642 346
622 644 344
680 371 361
746 872 927
638 173 -35
508 682 -691
732 869 -603
445 606 -446
612 70 -698
881 828 840
621 327 818
14 687 6
292 393 157
550 24 -807
369 741 -846
300 260 423
669 148 121
66 324 -735
588 639 445
203 461 887
855 646 -399
161 823 673
160 83 614
94 376 751
290 211 68
69 887 921
37 897 -715
314 58 -272
627 847 -977
483 154 -80
663 135 -482
851 611 -641
519 482 -952
893 449 -329
642 36 903
239 856 689
892 398 -344
515 320 880
457 157 -678
152 305 -573
151 92 -879
280 640 116
60 753 12
735 633 -20
375 707 -237
860 160 -337
420 283 -497
853 317 290
100 374 -699
69 103 -954
52 901 759
307 517 -378
187 81 -527
274 90 -780
593 706 37
499 73 983
375 534 836
857 162 -852
148 568 748
873 399 -813
96 849 -331
209 267 -803
249 179 966
379 327 -527
213 547 314
424 912 -240
591 145 -296
511 504 -501
205 320 -896
370 125 390
302 755 -333
673 332 -452
11 376 -439
773 859 -867
721 896 -578
89 406 84
169 216 -131
444 733 -619
159 299 385
418 498 424
292 125 491
783 113 -249
249 398 622
220 578 605
484 862 862
12 252 -770
920 65 -52
619 255 468
495 802 700
293 349 -737
824 274 -43
646 351 621
521 501 -635
702 586 537
740 879 927
26 583 -836
289 247 -120
398 735 19
262 660 235
84 190 516
876 556 470
481 839 -421
196 606 462
592 123 373
87 69 477
678 269 807
213 412 946
816 292 -157
259 123 722
885 999
35 37 993
574 775 166
839 314 -538
827 254 351
619 843 -9
852 582 -967
266 784 -58
84 866 515
596 557 835
302 866 221
682 779 -155
343 681 -579
440 323 -73
590 455 -858
265 340 -948
838 731 -815
560 388 660
465 775 -323
303 161 606
744 673 260
172 471 -57
863 536 -363
683 268 403
652 96 78
291 666 -442
459 850 -747
12 244 209
41 630 9
103 278 945
563 643 947
405 169 -28
391 355 618
643 57 937
767 526 927
117 476 -772
69 16 425
47 662 -364
333 30 -640
236 844 443
104 716 75
34 243 187
227 47 355
801 190 159
220 361 704
467 199 -895
238 361 -369
550 591 -586
855 659 472
697 800 -216
476 369 36
156 270 622
640 67 186
175 700 -6
594 733 -229
684 90 -651
80 827 933
359 788 971
707 320 842
407 763 -348
39 27 -646
4 840 -371
453 657 712
245 162 639
78 357 721
8 529 -983
283 482 171
99 647 -575
155 374 -61
198 505 -878
706 342 -176
628 69 158
95 246 726
126 616 -395
554 816 -506
255 185 337
849 459 -313
662 650 169
367 253 -454
44 120 135
228 693 -517
202 287 65
306 62 63
295 246 144
516 764 699
41 241 -142
349 317 -208
529 305 730
755 744 -189
822 753 335
619 26 742
135 274 184
203 599 -928
788 176 -233
25 166 -65
215 602 -214
671 307 -131
524 313 -478
730 640 103
403 291 493
468 820 364
324 831 592
793 733 405
526 356 -294
868 860 465
637 768 99
428 124 -911
373 428 22
578 641 -529
359 760 -850
529 659 -570
633 881 -642
735 5 745
300 205 -403
540 55 170
3 59 -114
695 451 321
31 827 -443
195 720 -37
407 438 -242
527 757 -169
342 290 181
14 97 -235
63 809 999
146 215 590
734 13 678
463 745 -28
278 484 843
512 40 -488
466 739 -23
534 677 191
505 136 132
795 471 -427
814 73 -18
725 882 358
13 386 434
350 611 -340
138 532 -406
179 362 -908
680 244 -66
80 282 -939
407 202 -764
178 12 -165
118 393 672
45 488 748
420 721 -651
641 694 152
21 847 178
112 478 855
285 5 288
231 109 778
424 274 555
329 775 -981
526 675 611
170 495 487
883 171 -929
554 521 -155
181 526 -454
711 242 327
706 461 -884
533 466 -527
658 116 885
295 263 -141
434 615 -667
520 475 391
871 855 462
112 398 -800
51 302 706
510 138 -819
394 240 443
800 659 790
347 595 496
658 786 837
584 822 297
684 480 583
76 439 154
732 356 774
763 828 -916
660 729 858
686 566 -530
407 228 732
582 216 774
103 129 581
724 422 372
544 225 132
578 851 823
446 712 349
164 390 -204
397 764 -341
719 15 201
99 143 558
21 780 768
768 273 -71
66 13 -422
414 387 301
510 604 294
521 471 474
379 50 -135
324 589 756
421 792 -577
251 439 -587
871 595 -74
746 847 885
546 282 228
26 169 -521
789 660 -584
91 480 590
7 790 -959
395 515 489
294 869 -980
423 366 -829
444 655 906
403 491 546
683 4 -680
354 380 -829
28 340 542
802 635 145
425 574 -880
29 99 242
369 839 -326
245 837 494
293 762 -655
602 131 240
350 140 -934
678 626 -359
605 415 -358
318 295 398
221 624 -255
444 7 732
35 113 714
413 411 -269
56 425 -641
341 878 358
360 349 6
760 869 636
638 786 322
433 450 -753
123 136 977
700 371 -10
51 350 -813
824 538 -789
448 537 -400
621 175 -569
806 653 760
